PEDIDO_ERP;CANAL_MARKETING
P10000200246;Facebook Ads
P10000200247;Referência
P10000200248;Google Ads
P10000200249;Direto
P10000200250;Google Ads
P10000200251;Direto
P10000200252;
P10000200253;Email
P10000200254;Facebook Ads
P10000200255;Facebook Ads
P10000200256;Google Ads
P10000200257;Google Ads
P10000200258;Google Ads
P10000200259;Google Ads
P10000200260;Busca orgânica
P10000200261;Facebook Ads
P10000200262;
P10000200263;Google Ads
P10000200264;Google Ads
P10000200265;Google Ads
P10000200266;Referência
P10000200267;Busca orgânica
P10000200268;Busca orgânica
P10000200269;Busca orgânica
P10000200270;Referência
P10000200271;Direto
P10000200272;Referência
P10000200273;Google Ads
P10000200274;
P10000200275;Google Ads
P10000200276;Google Ads
P10000200277;Google Ads
P10000200278;Google Ads
P10000200279;
P10000200280;Busca orgânica
P10000200281;Google Ads
P10000200282;Google Ads
P10000200283;
P10000200284;Facebook Ads
P10000200285;Google Ads
P10000200286;Busca orgânica
P10000200287;Google Ads
P10000200288;Google Ads
P10000200289;Busca orgânica
P10000200290;Busca orgânica
P10000200291;Google Ads
P10000200292;Google Ads
P10000200293;Email
P10000200294;Busca orgânica
P10000200295;Busca orgânica
P10000200296;Direto
P10000200297;
P10000200298;Direto
P10000200299;Direto
P10000200300;Busca orgânica
P10000200301;
P10000200302;
P10000200303;Referência
P10000200304;Busca orgânica
P10000200305;Google Ads
P10000200306;Direto
P10000200307;Facebook Ads
P10000200308;
P10000200309;Google Ads
P10000200310;
P10000200311;Google Ads
P10000200312;Busca orgânica
P10000200313;Google Ads
P10000200314;Google Ads
P10000200315;Google Ads
P10000200316;Google Ads
P10000200317;
P10000200318;Google Ads
P10000200319;Google Ads
P10000200320;Google Ads
P10000200321;Busca orgânica
P10000200322;Outros
P10000200323;Google Ads
P10000200324;Busca orgânica
P10000200325;Google Ads
P10000200326;Google Ads
P10000200327;Facebook Ads
P10000200328;Facebook Ads
P10000200329;Google Ads
P10000200330;Busca orgânica
P10000200331;Google Ads
P10000200332;Facebook Ads
P10000200333;Facebook Ads
P10000200334;Google Ads
P10000200335;Google Ads
P10000200336;Google Ads
P10000200337;Busca orgânica
P10000200338;Email
P10000200339;
P10000200340;Busca orgânica
P10000200341;Google Ads
P10000200342;Referência
P10000200343;Facebook Ads
P10000200344;Google Ads
P10000200345;Outros
P10000200346;Google Ads
P10000200347;Google Ads
P10000200348;Google Ads
P10000200349;Facebook Ads
P10000200350;Google Ads
P10000200351;Google Ads
P10000200352;Facebook Ads
P10000200353;Google Ads
P10000200354;Busca orgânica
P10000200355;Google Ads
P10000200356;Facebook Ads
P10000200357;Google Ads
P10000200358;Outros
P10000200359;Google Ads
P10000200360;Busca orgânica
P10000200361;Direto
P10000200362;Google Ads
P10000200363;Google Ads
P10000200364;Google Ads
P10000200365;Direto
P10000200366;Direto
P10000200367;
P10000200368;
P10000200369;Google Ads
P10000200370;Google Ads
P10000200371;Busca orgânica
P10000200372;Busca orgânica
P10000200373;Referência
P10000200374;Referência
P10000200375;Busca orgânica
P10000200376;Email
P10000200377;Google Ads
P10000200378;Busca orgânica
P10000200379;Facebook Ads
P10000200380;Direto
P10000200381;
P10000200382;Referência
P10000200383;Busca orgânica
P10000200384;Google Ads
P10000200385;Busca orgânica
P10000200386;
P10000200387;Busca orgânica
P10000200388;Google Ads
P10000200389;
P10000200390;Busca orgânica
P10000200391;Google Ads
P10000200392;
P10000200393;Busca orgânica
P10000200394;Busca orgânica
P10000200395;Google Ads
P10000200396;Busca orgânica
P10000200397;Busca orgânica
P10000200398;Direto
P10000200399;Google Ads
P10000200400;Busca orgânica
P10000200401;Google Ads
P10000200402;Google Ads
P10000200403;Email
P10000200404;Facebook Ads
P10000200405;Google Ads
P10000200406;
P10000200407;Referência
P10000200408;Google Ads
P10000200409;Google Ads
P10000200410;Google Ads
P10000200411;Direto
P10000200412;Busca orgânica
P10000200413;Google Ads
P10000200414;Google Ads
P10000200415;Google Ads
P10000200416;Email
P10000200417;Google Ads
P10000200418;Google Ads
P10000200419;
P10000200420;Direto
P10000200421;Direto
P10000200422;Direto
P10000200423;Google Ads
P10000200424;Google Ads
P10000200425;Google Ads
P10000200426;Google Ads
P10000200427;Google Ads
P10000200428;
P10000200429;Busca orgânica
P10000200430;
P10000200431;Google Ads
P10000200432;Direto
P10000200433;Facebook Ads
P10000200434;Busca orgânica
P10000200435;
P10000200436;Google Ads
P10000200437;Direto
P10000200438;Facebook Ads
P10000200439;
P10000200440;Google Ads
P10000200441;Direto
P10000200442;
P10000200443;Facebook Ads
P10000200444;Facebook Ads
P10000200445;Direto
P10000200446;Direto
P10000200447;Google Ads
P10000200448;Facebook Ads
P10000200449;Busca orgânica
P10000200450;Google Ads
P10000200451;Google Ads
P10000200452;Busca orgânica
P10000200453;Busca orgânica
P10000200454;Facebook Ads
P10000200455;Google Ads
P10000200456;
P10000200457;Google Ads
P10000200458;
P10000200459;Google Ads
P10000200460;Google Ads
P10000200461;Google Ads
P10000200462;Busca orgânica
P10000200463;Facebook Ads
P10000200464;Facebook Ads
P10000200465;Direto
P10000200466;Google Ads
P10000200467;Google Ads
P10000200468;
P10000200469;Google Ads
P10000200470;Google Ads
P10000200471;Google Ads
P10000200472;Referência
P10000200473;Google Ads
P10000200474;Google Ads
P10000200475;Busca orgânica
P10000200476;Google Ads
P10000200477;Google Ads
P10000200478;Referência
P10000200479;Google Ads
P10000200480;Google Ads
P10000200481;Busca orgânica
P10000200482;Facebook Ads
P10000200483;Google Ads
P10000200484;Busca orgânica
P10000200485;Google Ads
P10000200486;Outros
P10000200487;Facebook Ads
P10000200488;Google Ads
P10000200489;Referência
P10000200490;Google Ads
P10000200491;Direto
P10000200492;Google Ads
P10000200493;Google Ads
P10000200494;Google Ads
P10000200495;Referência
P10000200496;Google Ads
P10000200497;Direto
P10000200498;
P10000200499;Busca orgânica
P10000200500;Direto
P10000200501;Google Ads
P10000200502;Google Ads
P10000200503;Busca orgânica
P10000200504;Facebook Ads
P10000200505;Google Ads
P10000200506;Google Ads
P10000200507;Outros
P10000200508;Busca orgânica
P10000200509;Google Ads
P10000200510;Google Ads
P10000200511;Direto
P10000200512;Google Ads
P10000200513;Referência
P10000200514;Direto
P10000200515;Referência
P10000200516;Facebook Ads
P10000200517;Busca orgânica
P10000200518;Google Ads
P10000200519;Facebook Ads
P10000200520;Busca orgânica
P10000200521;Google Ads
P10000200522;Google Ads
P10000200523;Google Ads
P10000200524;Facebook Ads
P10000200525;Facebook Ads
P10000200526;Google Ads
P10000200527;Referência
P10000200528;
P10000200529;Busca orgânica
P10000200530;Busca orgânica
P10000200531;Google Ads
P10000200532;Facebook Ads
P10000200533;Busca orgânica
P10000200534;Direto
P10000200535;
P10000200536;Facebook Ads
P10000200537;Direto
P10000200538;Referência
P10000200539;Direto
P10000200540;Google Ads
P10000200541;Busca orgânica
P10000200542;Referência
P10000200543;Google Ads
P10000200544;Busca orgânica
P10000200545;Google Ads
P10000200546;Busca orgânica
P10000200547;Facebook Ads
P10000200548;Google Ads
P10000200549;Facebook Ads
P10000200550;Google Ads
P10000200551;Outros
P10000200552;Busca orgânica
P10000200553;Google Ads
P10000200554;Facebook Ads
P10000200555;Google Ads
P10000200556;Direto
P10000200557;Facebook Ads
P10000200558;
P10000200559;Google Ads
P10000200560;
P10000200561;Direto
P10000200562;Facebook Ads
P10000200563;Google Ads
P10000200564;Referência
P10000200565;Direto
P10000200566;Facebook Ads
P10000200567;Google Ads
P10000200568;Google Ads
P10000200569;
P10000200570;Google Ads
P10000200571;Busca orgânica
P10000200572;Busca orgânica
P10000200573;Busca orgânica
P10000200574;Busca orgânica
P10000200575;Email
P10000200576;Google Ads
P10000200577;Google Ads
P10000200578;Google Ads
P10000200579;Busca orgânica
P10000200580;Busca orgânica
P10000200581;Google Ads
P10000200582;
P10000200583;Outros
P10000200584;Referência
P10000200585;Facebook Ads
P10000200586;
P10000200587;Direto
P10000200588;Busca orgânica
P10000200589;Facebook Ads
P10000200590;Busca orgânica
P10000200591;Direto
P10000200592;Busca orgânica
P10000200593;Google Ads
P10000200594;Google Ads
P10000200595;Busca orgânica
P10000200596;Google Ads
P10000200597;Google Ads
P10000200598;Direto
P10000200599;Direto
P10000200600;Google Ads
P10000200601;Google Ads
P10000200602;Busca orgânica
P10000200603;Google Ads
P10000200604;Busca orgânica
P10000200605;Busca orgânica
P10000200606;Google Ads
P10000200607;Google Ads
P10000200608;Google Ads
P10000200609;Google Ads
P10000200610;Google Ads
P10000200611;Busca orgânica
P10000200612;Google Ads
P10000200613;Email
P10000200614;Busca orgânica
P10000200615;Google Ads
P10000200616;Facebook Ads
P10000200617;Facebook Ads
P10000200618;Direto
P10000200619;
P10000200620;Busca orgânica
P10000200621;Google Ads
P10000200622;Google Ads
P10000200623;Google Ads
P10000200624;Busca orgânica
P10000200625;Email
P10000200626;Busca orgânica
P10000200627;Google Ads
P10000200628;Outros
P10000200629;Google Ads
P10000200630;Google Ads
P10000200631;Google Ads
P10000200632;
P10000200633;Google Ads
P10000200634;Google Ads
P10000200635;Busca orgânica
P10000200636;Facebook Ads
P10000200637;Busca orgânica
P10000200638;
P10000200639;Facebook Ads
P10000200640;Google Ads
P10000200641;Google Ads
P10000200642;Direto
P10000200643;Direto
P10000200644;Google Ads
P10000200645;Direto
P10000200646;Google Ads
P10000200647;Google Ads
P10000200648;Facebook Ads
P10000200649;Google Ads
P10000200650;Busca orgânica
P10000200651;
P10000200652;Direto
P10000200653;Facebook Ads
P10000200654;Google Ads
P10000200655;
P10000200656;Facebook Ads
P10000200657;Google Ads
P10000200658;Google Ads
P10000200659;Busca orgânica
P10000200660;Direto
P10000200661;Google Ads
P10000200662;Facebook Ads
P10000200663;Busca orgânica
P10000200664;Google Ads
P10000200665;Google Ads
P10000200666;Busca orgânica
P10000200667;
P10000200668;
P10000200669;Google Ads
P10000200670;Direto
P10000200671;Direto
P10000200672;Google Ads
P10000200673;Busca orgânica
P10000200674;Google Ads
P10000200675;Busca orgânica
P10000200676;Facebook Ads
P10000200677;Busca orgânica
P10000200678;
P10000200679;Busca orgânica
P10000200680;Google Ads
P10000200681;Referência
P10000200682;Busca orgânica
P10000200683;Email
P10000200684;Facebook Ads
P10000200685;Google Ads
P10000200686;Referência
P10000200687;Busca orgânica
P10000200688;Busca orgânica
P10000200689;Direto
P10000200690;Direto
P10000200691;
P10000200692;Email
P10000200693;Busca orgânica
P10000200694;
P10000200695;Outros
P10000200696;Google Ads
P10000200697;Facebook Ads
P10000200698;Google Ads
P10000200699;Google Ads
P10000200700;
P10000200701;Direto
P10000200702;Outros
P10000200703;Google Ads
P10000200704;Google Ads
P10000200705;Referência
P10000200706;Busca orgânica
P10000200707;Direto
P10000200708;Direto
P10000200709;Email
P10000200710;Facebook Ads
P10000200711;Email
P10000200712;Google Ads
P10000200713;Busca orgânica
P10000200714;Direto
P10000200715;
P10000200716;Google Ads
P10000200717;Busca orgânica
P10000200718;Outros
P10000200719;Direto
P10000200720;Facebook Ads
P10000200721;Google Ads
P10000200722;Facebook Ads
P10000200723;Busca orgânica
P10000200724;Google Ads
P10000200725;Google Ads
P10000200726;Facebook Ads
P10000200727;Google Ads
P10000200728;Google Ads
P10000200729;Busca orgânica
P10000200730;Google Ads
P10000200731;Google Ads
P10000200732;Busca orgânica
P10000200733;Referência
P10000200734;Outros
P10000200735;Google Ads
P10000200736;Busca orgânica
P10000200737;Google Ads
P10000200738;Google Ads
P10000200739;Google Ads
P10000200740;
P10000200741;Google Ads
P10000200742;Google Ads
P10000200743;Google Ads
P10000200744;Google Ads
P10000200745;Google Ads
P10000200746;Busca orgânica
P10000200747;Direto
P10000200748;Outros
P10000200749;Busca orgânica
P10000200750;Direto
P10000200751;Direto
P10000200752;Google Ads
P10000200753;Busca orgânica
P10000200754;Google Ads
P10000200755;Google Ads
P10000200756;Referência
P10000200757;Outros
P10000200758;Direto
P10000200759;Referência
P10000200760;Google Ads
P10000200761;Facebook Ads
P10000200762;Referência
P10000200763;Google Ads
P10000200764;Referência
P10000200765;Referência
P10000200766;Direto
P10000200767;Referência
P10000200768;Busca orgânica
P10000200769;
P10000200770;Outros
P10000200771;Direto
P10000200772;Google Ads
P10000200773;Google Ads
P10000200774;Busca orgânica
P10000200775;Direto
P10000200776;
P10000200777;Direto
P10000200778;Referência
P10000200779;Facebook Ads
P10000200780;Google Ads
P10000200781;Direto
P10000200782;Outros
P10000200783;Google Ads
P10000200784;Facebook Ads
P10000200785;Direto
P10000200786;Google Ads
P10000200787;Referência
P10000200788;Facebook Ads
P10000200789;Busca orgânica
P10000200790;Google Ads
P10000200791;Facebook Ads
P10000200792;Outros
P10000200793;Referência
P10000200794;Busca orgânica
P10000200795;Google Ads
P10000200796;Google Ads
P10000200797;Google Ads
P10000200798;Busca orgânica
P10000200799;Google Ads
P10000200800;Direto
P10000200801;Busca orgânica
P10000200802;Email
P10000200803;Google Ads
P10000200804;Facebook Ads
P10000200805;Busca orgânica
P10000200806;Direto
P10000200807;Busca orgânica
P10000200808;
P10000200809;Busca orgânica
P10000200810;Busca orgânica
P10000200811;Facebook Ads
P10000200812;Facebook Ads
P10000200813;Outros
P10000200814;Google Ads
P10000200815;Facebook Ads
P10000200816;
P10000200817;Google Ads
P10000200818;Google Ads
P10000200819;Google Ads
P10000200820;Busca orgânica
P10000200821;Busca orgânica
P10000200822;Referência
P10000200823;
P10000200824;Busca orgânica
P10000200825;Google Ads
P10000200826;Referência
P10000200827;Google Ads
P10000200828;Email
P10000200829;Google Ads
P10000200830;Busca orgânica
P10000200831;Google Ads
P10000200832;Busca orgânica
P10000200833;Google Ads
P10000200834;Busca orgânica
P10000200835;Busca orgânica
P10000200836;
P10000200837;Google Ads
P10000200838;Facebook Ads
P10000200839;Facebook Ads
P10000200840;Google Ads
P10000200841;
P10000200842;
P10000200843;Referência
P10000200844;Referência
P10000200845;Google Ads
P10000200846;Facebook Ads
P10000200847;Google Ads
P10000200848;Google Ads
P10000200849;Facebook Ads
P10000200850;Google Ads
P10000200851;Google Ads
P10000200852;Google Ads
P10000200853;Busca orgânica
P10000200854;Busca orgânica
P10000200855;
P10000200856;Google Ads
P10000200857;Google Ads
P10000200858;Busca orgânica
P10000200859;
P10000200860;Direto
P10000200861;Google Ads
P10000200862;Facebook Ads
P10000200863;Google Ads
P10000200864;Busca orgânica
P10000200865;Google Ads
P10000200866;Google Ads
P10000200867;Direto
P10000200868;Referência
P10000200869;Referência
P10000200870;
P10000200871;Google Ads
P10000200872;Busca orgânica
P10000200873;Busca orgânica
P10000200874;Google Ads
P10000200875;
P10000200876;Busca orgânica
P10000200877;
P10000200878;Busca orgânica
P10000200879;Outros
P10000200880;Google Ads
P10000200881;Busca orgânica
P10000200882;Google Ads
P10000200883;Referência
P10000200884;Google Ads
P10000200885;Email
P10000200886;Google Ads
P10000200887;Facebook Ads
P10000200888;Busca orgânica
P10000200889;Google Ads
P10000200890;
P10000200891;
P10000200892;Busca orgânica
P10000200893;Google Ads
P10000200894;Busca orgânica
P10000200895;Busca orgânica
P10000200896;Referência
P10000200897;Google Ads
P10000200898;
P10000200899;Google Ads
P10000200900;Google Ads
P10000200901;Referência
P10000200902;Outros
P10000200903;Facebook Ads
P10000200904;Facebook Ads
P10000200905;Google Ads
P10000200906;Google Ads
P10000200907;Google Ads
P10000200908;Google Ads
P10000200909;Google Ads
P10000200910;Referência
P10000200911;Facebook Ads
P10000200912;Busca orgânica
P10000200913;Busca orgânica
P10000200914;
P10000200915;Google Ads
P10000200916;
P10000200917;Direto
P10000200918;Facebook Ads
P10000200919;Google Ads
P10000200920;Facebook Ads
P10000200921;Busca orgânica
P10000200922;Google Ads
P10000200923;Direto
P10000200924;Busca orgânica
P10000200925;Google Ads
P10000200926;
P10000200927;Google Ads
P10000200928;Referência
P10000200929;Facebook Ads
P10000200930;Google Ads
P10000200931;Busca orgânica
P10000200932;Google Ads
P10000200933;Google Ads
P10000200934;Facebook Ads
P10000200935;Outros
P10000200936;Google Ads
P10000200937;
P10000200938;Google Ads
P10000200939;Busca orgânica
P10000200940;
P10000200941;
P10000200942;Referência
P10000200943;Facebook Ads
P10000200944;Busca orgânica
P10000200945;
P10000200946;Referência
P10000200947;Referência
P10000200948;Google Ads
P10000200949;Google Ads
P10000200950;
P10000200951;Google Ads
P10000200952;Google Ads
P10000200953;
P10000200954;Google Ads
P10000200955;Referência
P10000200956;Facebook Ads
P10000200957;Google Ads
P10000200958;Busca orgânica
P10000200959;Google Ads
P10000200960;Facebook Ads
P10000200961;Direto
P10000200962;Google Ads
P10000200963;Google Ads
P10000200964;Direto
P10000200965;
P10000200966;
P10000200967;Google Ads
P10000200968;Google Ads
P10000200969;
P10000200970;Busca orgânica
P10000200971;Busca orgânica
P10000200972;Busca orgânica
P10000200973;Email
P10000200974;Busca orgânica
P10000200975;Google Ads
P10000200976;Facebook Ads
P10000200977;Email
P10000200978;Busca orgânica
P10000200979;Busca orgânica
P10000200980;Referência
P10000200981;
P10000200982;Google Ads
P10000200983;Google Ads
P10000200984;Direto
P10000200985;
P10000200986;Google Ads
P10000200987;
P10000200988;Direto
P10000200989;Busca orgânica
P10000200990;Email
P10000200991;Referência
P10000200992;Direto
P10000200993;Google Ads
P10000200994;Referência
P10000200995;Google Ads
P10000200996;Google Ads
P10000200997;
P10000200998;Facebook Ads
P10000200999;Google Ads
P10000201000;Google Ads
P10000201001;Google Ads
P10000201002;
P10000201003;Outros
P10000201004;Google Ads
P10000201005;Busca orgânica
P10000201006;Referência
P10000201007;Busca orgânica
P10000201008;Direto
P10000201009;Google Ads
P10000201010;Google Ads
P10000201011;Google Ads
P10000201012;Direto
P10000201013;Google Ads
P10000201014;Google Ads
P10000201015;Google Ads
P10000201016;Direto
P10000201017;
P10000201018;Google Ads
P10000201019;Busca orgânica
P10000201020;Google Ads
P10000201021;Google Ads
P10000201022;Direto
P10000201023;Google Ads
P10000201024;Google Ads
P10000201025;Google Ads
P10000201026;Direto
P10000201027;Email
P10000201028;Direto
P10000201029;Email
P10000201030;
P10000201031;Google Ads
P10000201032;Facebook Ads
P10000201033;Direto
P10000201034;Google Ads
P10000201035;Google Ads
P10000201036;Direto
P10000201037;Facebook Ads
P10000201038;Google Ads
P10000201039;Google Ads
P10000201040;Email
P10000201041;Facebook Ads
P10000201042;Busca orgânica
P10000201043;Facebook Ads
P10000201044;Google Ads
P10000201045;Google Ads
P10000201046;Busca orgânica
P10000201047;Google Ads
P10000201048;Direto
P10000201049;Busca orgânica
P10000201050;Google Ads
P10000201051;Google Ads
P10000201052;
P10000201053;Referência
P10000201054;Direto
P10000201055;
P10000201056;Facebook Ads
P10000201057;Google Ads
P10000201058;Busca orgânica
P10000201059;Referência
P10000201060;Google Ads
P10000201061;Busca orgânica
P10000201062;Google Ads
P10000201063;Direto
P10000201064;Facebook Ads
P10000201065;Google Ads
P10000201066;Busca orgânica
P10000201067;Google Ads
P10000201068;Busca orgânica
P10000201069;
P10000201070;Busca orgânica
P10000201071;Google Ads
P10000201072;Google Ads
P10000201073;Direto
P10000201074;Google Ads
P10000201075;Email
P10000201076;Google Ads
P10000201077;Google Ads
P10000201078;Email
P10000201079;Direto
P10000201080;Referência
P10000201081;Referência
P10000201082;Google Ads
P10000201083;Email
P10000201084;Direto
P10000201085;Google Ads
P10000201086;
P10000201087;Busca orgânica
P10000201088;Google Ads
P10000201089;Facebook Ads
P10000201090;Email
P10000201091;Google Ads
P10000201092;Referência
P10000201093;Google Ads
P10000201094;Referência
P10000201095;Facebook Ads
P10000201096;Busca orgânica
P10000201097;Busca orgânica
P10000201098;Google Ads
P10000201099;Referência
P10000201100;Google Ads
P10000201101;Direto
P10000201102;Referência
P10000201103;Facebook Ads
P10000201104;Google Ads
P10000201105;Google Ads
P10000201106;Google Ads
P10000201107;Google Ads
P10000201108;Busca orgânica
P10000201109;Google Ads
P10000201110;Google Ads
P10000201111;Busca orgânica
P10000201112;Google Ads
P10000201113;Direto
P10000201114;Direto
P10000201115;Referência
P10000201116;Facebook Ads
P10000201117;
P10000201118;Outros
P10000201119;Outros
P10000201120;Google Ads
P10000201121;Direto
P10000201122;Google Ads
P10000201123;Google Ads
P10000201124;Outros
P10000201125;Busca orgânica
P10000201126;Busca orgânica
P10000201127;Busca orgânica
P10000201128;Facebook Ads
P10000201129;Google Ads
P10000201130;Referência
P10000201131;Google Ads
P10000201132;Busca orgânica
P10000201133;Busca orgânica
P10000201134;Facebook Ads
P10000201135;
P10000201136;Facebook Ads
P10000201137;Google Ads
P10000201138;
P10000201139;Google Ads
P10000201140;Referência
P10000201141;Direto
P10000201142;Busca orgânica
P10000201143;Facebook Ads
P10000201144;Google Ads
P10000201145;Direto
P10000201146;Google Ads
P10000201147;Google Ads
P10000201148;Direto
P10000201149;Google Ads
P10000201150;Facebook Ads
P10000201151;Google Ads
P10000201152;Direto
P10000201153;Referência
P10000201154;Google Ads
P10000201155;
P10000201156;
P10000201157;
P10000201158;Facebook Ads
P10000201159;Google Ads
P10000201160;Direto
P10000201161;Google Ads
P10000201162;Google Ads
P10000201163;Google Ads
P10000201164;Facebook Ads
P10000201165;Google Ads
P10000201166;Email
P10000201167;Facebook Ads
P10000201168;Busca orgânica
P10000201169;Busca orgânica
P10000201170;Google Ads
P10000201171;Direto
P10000201172;Email
P10000201173;Google Ads
P10000201174;Google Ads
P10000201175;Busca orgânica
P10000201176;Google Ads
P10000201177;Facebook Ads
P10000201178;Google Ads
P10000201179;Google Ads
P10000201180;Google Ads
P10000201181;Facebook Ads
P10000201182;Busca orgânica
P10000201183;Email
P10000201184;Google Ads
P10000201185;Referência
P10000201186;Google Ads
P10000201187;Busca orgânica
P10000201188;Google Ads
P10000201189;Referência
P10000201190;
P10000201191;Busca orgânica
P10000201192;Email
P10000201193;Busca orgânica
P10000201194;Email
P10000201195;Facebook Ads
P10000201196;Facebook Ads
P10000201197;Outros
P10000201198;Email
P10000201199;Google Ads
P10000201200;Google Ads
P10000201201;Google Ads
P10000201202;Google Ads
P10000201203;Email
P10000201204;
P10000201205;Google Ads
P10000201206;Google Ads
P10000201207;Facebook Ads
P10000201208;Busca orgânica
P10000201209;Facebook Ads
P10000201210;Email
P10000201211;Direto
P10000201212;Direto
P10000201213;
P10000201214;
P10000201215;Google Ads
P10000201216;Google Ads
P10000201217;Busca orgânica
P10000201218;Facebook Ads
P10000201219;Google Ads
P10000201220;Google Ads
P10000201221;Email
P10000201222;Direto
P10000201223;Google Ads
P10000201224;Google Ads
P10000201225;Google Ads
P10000201226;Google Ads
P10000201227;Busca orgânica
P10000201228;Busca orgânica
P10000201229;Google Ads
P10000201230;Direto
P10000201231;
P10000201232;Google Ads
P10000201233;Google Ads
P10000201234;Direto
P10000201235;Google Ads
P10000201236;Facebook Ads
P10000201237;Email
P10000201238;Busca orgânica
P10000201239;Google Ads
P10000201240;Google Ads
P10000201241;
P10000201242;Direto
P10000201243;Google Ads
P10000201244;Direto
P10000201245;Direto
P10000201246;Busca orgânica
P10000201247;
P10000201248;
P10000201249;Google Ads
P10000201250;Email
P10000201251;
P10000201252;Busca orgânica
P10000201253;Busca orgânica
P10000201254;Google Ads
P10000201255;Busca orgânica
P10000201256;
P10000201257;Busca orgânica
P10000201258;Facebook Ads
P10000201259;Email
P10000201260;Facebook Ads
P10000201261;Facebook Ads
P10000201262;
P10000201263;Busca orgânica
P10000201264;Facebook Ads
P10000201265;
P10000201266;Email
P10000201267;Busca orgânica
P10000201268;
P10000201269;
P10000201270;Google Ads
P10000201271;Email
P10000201272;Google Ads
P10000201273;Google Ads
P10000201274;Google Ads
P10000201275;Email
P10000201276;Referência
P10000201277;Google Ads
P10000201278;Facebook Ads
P10000201279;Direto
P10000201280;Referência
P10000201281;Direto
P10000201282;Direto
P10000201283;Busca orgânica
P10000201284;Google Ads
P10000201285;Google Ads
P10000201286;Facebook Ads
P10000201287;Busca orgânica
P10000201288;Google Ads
P10000201289;Busca orgânica
P10000201290;
P10000201291;Referência
P10000201292;
P10000201293;Direto
P10000201294;Google Ads
P10000201295;Busca orgânica
P10000201296;Google Ads
P10000201297;Facebook Ads
P10000201298;Google Ads
P10000201299;Google Ads
P10000201300;Referência
P10000201301;Facebook Ads
P10000201302;Google Ads
P10000201303;Busca orgânica
P10000201304;
P10000201305;Busca orgânica
P10000201306;Facebook Ads
P10000201307;
P10000201308;Google Ads
P10000201309;Busca orgânica
P10000201310;Google Ads
P10000201311;Google Ads
P10000201312;Referência
P10000201313;Google Ads
P10000201314;Busca orgânica
P10000201315;Google Ads
P10000201316;Google Ads
P10000201317;Google Ads
P10000201318;Busca orgânica
P10000201319;Direto
P10000201320;Google Ads
P10000201321;Google Ads
P10000201322;Facebook Ads
P10000201323;Referência
P10000201324;
P10000201325;Google Ads
P10000201326;Google Ads
P10000201327;Google Ads
P10000201328;Google Ads
P10000201329;Busca orgânica
P10000201330;Google Ads
P10000201331;Google Ads
P10000201332;Facebook Ads
P10000201333;Google Ads
P10000201334;Referência
P10000201335;
P10000201336;Google Ads
P10000201337;Referência
P10000201338;Google Ads
P10000201339;Direto
P10000201340;Facebook Ads
P10000201341;Facebook Ads
P10000201342;Referência
P10000201343;Google Ads
P10000201344;Google Ads
P10000201345;Direto
P10000201346;Facebook Ads
P10000201347;Referência
P10000201348;Direto
P10000201349;Google Ads
P10000201350;Busca orgânica
P10000201351;Google Ads
P10000201352;Referência
P10000201353;Google Ads
P10000201354;Facebook Ads
P10000201355;Google Ads
P10000201356;Busca orgânica
P10000201357;
P10000201358;Google Ads
P10000201359;Facebook Ads
P10000201360;Busca orgânica
P10000201361;Outros
P10000201362;Busca orgânica
P10000201363;Google Ads
P10000201364;
P10000201365;
P10000201366;Busca orgânica
P10000201367;Facebook Ads
P10000201368;
P10000201369;Email
P10000201370;Google Ads
P10000201371;Email
P10000201372;Direto
P10000201373;
P10000201374;Direto
P10000201375;Facebook Ads
P10000201376;Google Ads
P10000201377;Google Ads
P10000201378;Google Ads
P10000201379;Direto
P10000201380;Google Ads
P10000201381;Outros
P10000201382;Referência
P10000201383;Direto
P10000201384;Referência
P10000201385;
P10000201386;Facebook Ads
P10000201387;Facebook Ads
P10000201388;Facebook Ads
P10000201389;Email
P10000201390;Facebook Ads
P10000201391;Outros
P10000201392;Referência
P10000201393;
P10000201394;
P10000201395;Email
P10000201396;Facebook Ads
P10000201397;Google Ads
P10000201398;Outros
P10000201399;Google Ads
P10000201400;Outros
P10000201401;Direto
P10000201402;Google Ads
P10000201403;Google Ads
P10000201404;Google Ads
P10000201405;Google Ads
P10000201406;Outros
P10000201407;Google Ads
P10000201408;Facebook Ads
P10000201409;Google Ads
P10000201410;Direto
P10000201411;Facebook Ads
P10000201412;Busca orgânica
P10000201413;Facebook Ads
P10000201414;Google Ads
P10000201415;Referência
P10000201416;
P10000201417;Google Ads
P10000201418;Referência
P10000201419;Google Ads
P10000201420;Google Ads
P10000201421;Busca orgânica
P10000201422;Google Ads
P10000201423;Google Ads
P10000201424;Facebook Ads
P10000201425;Facebook Ads
P10000201426;Busca orgânica
P10000201427;Direto
P10000201428;Direto
P10000201429;Busca orgânica
P10000201430;Facebook Ads
P10000201431;Facebook Ads
P10000201432;Email
P10000201433;Referência
P10000201434;Google Ads
P10000201435;
P10000201436;Email
P10000201437;
P10000201438;Email
P10000201439;Google Ads
P10000201440;Google Ads
P10000201441;Google Ads
P10000201442;Google Ads
P10000201443;Google Ads
P10000201444;Google Ads
P10000201445;Google Ads
P10000201446;Busca orgânica
P10000201447;Google Ads
P10000201448;Facebook Ads
P10000201449;Google Ads
P10000201450;Direto
P10000201451;Email
P10000201452;Google Ads
P10000201453;Busca orgânica
P10000201454;Google Ads
P10000201455;Email
P10000201456;Google Ads
